"expo","outcome","mean","low95ci","up95ci"
"K25","J22",-0.00262,-0.00852,0.00327
"K25","J33",-0.00253,-0.00486,-0.00021
"K25","J34",0.00056,-0.00346,0.00458
"K25","J43",0.00189,-0.00184,0.00562
"K25","J44",0.00704,-0.00144,0.01551
"K25","J45",-0.00123,-0.0116,0.00914
"K25","J47",-0.00071,-0.00394,0.00251
"K25","J90",0.01867,0.00986,0.02749
"K25","J96",0.00477,-0.00028,0.00982
"K25","J98",0.01048,0.00304,0.01793
"K25","K02",-0.00476,-0.00715,-0.00237
"K25","K13",-0.00152,-0.00423,0.0012
"K25","K20",0.12597,0.11004,0.1419
"K25","K21",0.14303,0.12325,0.16281
"K25","K22",0.14178,0.1251,0.15846
"K25","K26",0.0829,0.07111,0.09469
"K25","K29",0.49147,0.46724,0.5157
"K25","K30",0.01388,0.00697,0.02079
"K25","K31",0.12621,0.11034,0.14207
"K25","K40",-0.02329,-0.0322,-0.01439
"K25","K42",-0.00357,-0.00755,0.00041
"K25","K43",-0.00036,-0.00391,0.0032
"K25","K44",0.26011,0.23816,0.28206
"K25","K51",-0.00108,-0.00397,0.0018
"K25","K52",0.00492,-0.00325,0.01308
"K25","K56",0.01087,0.00418,0.01757
"K25","K57",0.0421,0.0264,0.05779
"K25","K58",0.0034,-0.00176,0.00856
"K25","K59",0.01997,0.00975,0.03019
"K25","K60",-0.00358,-0.00563,-0.00152
"K25","K62",0.01135,0.00018,0.02252
"K25","K63",0.02447,0.01239,0.03654
"K25","K64",0.02629,0.01541,0.03717
"K25","K66",0.0049,-0.00066,0.01045
"K25","K76",0.03306,0.0235,0.04261
"K25","K80",0.01084,0.00273,0.01896
"K25","K92",0.07784,0.06354,0.09214
"K25","L02",-0.00276,-0.00495,-0.00057
"K25","L03",0.0024,-0.0049,0.00971
"K25","L30",-0.00212,-0.00506,0.00081
"K25","L40",-0.00286,-0.0058,8e-05
"K25","L57",-0.00359,-0.00694,-0.00023
"K25","L72",-0.00818,-0.0104,-0.00597
"K25","L82",-0.00662,-0.00894,-0.0043
"K25","L89",0.01115,0.00581,0.01648
"K25","L98",0.00033,-0.00504,0.00569
"K25","M06",0.00159,-0.0026,0.00579
"K25","M10",0.00888,0.00043,0.01733
"K25","M13",0.00234,-0.00582,0.01049
"K25","M15",-0.00371,-0.00753,0.00012
"K25","M16",-0.01132,-0.01784,-0.00479
"K25","M17",-0.02132,-0.02895,-0.01368
"K25","M19",0.00681,-0.00323,0.01685
"K25","M20",-0.00109,-0.00453,0.00236
"K25","M23",-0.0193,-0.02294,-0.01567
"K25","M25",-0.00396,-0.01053,0.00262
"K25","M47",0.0049,-0.0024,0.0122
"K25","M48",-0.00145,-0.0067,0.0038
"K25","M51",-0.00021,-0.00694,0.00652
"K25","M54",0.00297,-0.00564,0.01158
"K25","M65",-0.00439,-0.00743,-0.00136
"K25","M72",-0.00813,-0.01157,-0.0047
"K25","M75",-0.01327,-0.01676,-0.00977
"K25","M79",0.00104,-0.00603,0.00811
"K25","M81",0.00492,0.00034,0.0095
"K25","N13",0.00305,-0.00233,0.00843
"K25","N17",0.03335,0.02299,0.0437
"K25","N18",0.02072,0.01175,0.02969
"K25","N20",-0.00402,-0.00861,0.00058
"K25","N28",0.00611,0.00023,0.012
"K25","N32",-0.01333,-0.01853,-0.00813
"K25","N35",-0.00062,-0.00473,0.0035
"K25","N39",0.00427,-0.00435,0.0129
"K25","N40",-0.01959,-0.03035,-0.00883
"K25","N41",-0.00555,-0.00822,-0.00289
"K25","N42",-0.00293,-0.0058,-6e-05
"K25","N43",-0.00267,-0.00535,1e-05
"K25","N47",-0.00266,-0.00624,0.00092
"K25","N48",0.00052,-0.00387,0.00491
"K25","N50",-0.00301,-0.00623,0.00021
"K25","U07",0.00486,-0.00015,0.00988
"K26","A04",0.01468,0.00717,0.02219
"K26","A09",0.02118,0.01036,0.03199
"K26","A41",0.01816,0.00883,0.02749
"K26","B37",0.01395,0.00742,0.02049
"K26","B95",0.00716,4e-05,0.01428
"K26","B96",0.05374,0.03988,0.06759
"K26","C18",0.00057,-0.00428,0.00541
"K26","C34",-0.0034,-0.00694,0.00015
"K26","C44",-0.01897,-0.02714,-0.01081
"K26","C61",-0.01707,-0.0258,-0.00834
"K26","C67",-0.00609,-0.0088,-0.00338
"K26","C77",-0.00303,-0.00866,0.0026
"K26","C78",0.00903,0.00082,0.01723
"K26","C79",-0.00478,-0.01039,0.00083
"K26","D12",0.01116,-0.00145,0.02378
"K26","D17",-0.0075,-0.01121,-0.00379
"K26","D22",-0.00365,-0.00653,-0.00076
"K26","D23",-0.00038,-0.00423,0.00348
"K26","D50",0.08161,0.06557,0.09766
"K26","D64",0.08963,0.07197,0.10729
"K26","D69",0.00891,0.00245,0.01537
"K26","D70",0.00092,-0.00444,0.00628
"K26","E03",-0.00741,-0.01222,-0.00259
"K26","E10",0.00261,-0.00131,0.00652
"K26","E11",0.00397,-0.0097,0.01764
"K26","E14",0.00184,-0.00297,0.00664
"K26","E66",-0.00858,-0.02054,0.00337
"K26","E78",-0.02208,-0.04164,-0.00251
"K26","E83",0.01603,0.00855,0.02352
"K26","E86",0.01644,0.00844,0.02443
"K26","E87",0.03602,0.0237,0.04834
"K26","F05",0.0097,0.00326,0.01614
"K26","F10",0.01495,0.005,0.0249
"K26","F17",0.01406,0.00121,0.02691
"K26","F32",0.006,-0.00421,0.01621
"K26","F41",0.01371,0.00311,0.02432
"K26","G40",-0.00373,-0.00692,-0.00053
"K26","G45",-0.00273,-0.00633,0.00086
"K26","G47",-0.00408,-0.01126,0.00311
"K26","G55",-0.00454,-0.00922,0.00014
"K26","G56",-0.00604,-0.01129,-0.00079
"K26","G81",0.00545,1e-04,0.01079
"K26","H02",-0.00669,-0.01036,-0.00301
"K26","H25",-0.01509,-0.02297,-0.00721
"K26","H26",-0.02228,-0.03035,-0.01421
"K26","H33",-0.00747,-0.00923,-0.00572
"K26","H35",-0.00832,-0.01239,-0.00426
"K26","H36",-0.0031,-0.00551,-0.00068
"K26","H40",-0.00086,-0.0079,0.00617
"K26","H52",-0.00586,-0.0099,-0.00181
"K26","H53",-0.00523,-0.0092,-0.00126
"K26","H91",-0.00144,-0.00917,0.00629
"K26","I08",0.00538,-0.00156,0.01232
"K26","I10",-0.00125,-0.02778,0.02528
"K26","I20",-0.01179,-0.02163,-0.00195
"K26","I21",-0.00875,-0.01696,-0.00053
"K26","I24",0.00012,-0.00436,0.0046
"K26","I25",-0.01542,-0.03113,0.00029
"K26","I26",-0.00118,-0.00689,0.00452
"K26","I34",0.00072,-0.00424,0.00568
"K26","I35",-0.00408,-0.00902,0.00086
"K26","I44",-0.00397,-0.01078,0.00284
"K26","I45",0.00244,-0.00427,0.00915
"K26","I47",0.00497,-0.00177,0.01171
"K26","I48",-0.00929,-0.02193,0.00335
"K26","I49",0.00459,-0.00312,0.01231
"K26","I50",0.00317,-0.00486,0.0112
"K26","I51",-0.00094,-0.00897,0.00709
"K26","I63",-0.00207,-0.00813,0.004
"K26","I67",0.00589,-0.00106,0.01284
"K26","I70",0.00051,-0.00288,0.00391
"K26","I71",-0.00052,-0.00479,0.00375
"K26","I73",-0.00118,-0.00559,0.00324
"K26","I80",0.00581,-0.00207,0.0137
"K26","I83",-0.00648,-0.01035,-0.00261
"K26","I84",-0.01604,-0.02276,-0.00933
"K26","I95",0.0248,0.01354,0.03605
"K26","J18",0.03321,0.02023,0.04619
"K26","J22",0.00265,-0.00489,0.01019
"K26","J33",-0.00202,-0.00495,0.00092
"K26","J34",-0.00279,-0.00644,0.00087
"K26","J43",0.00502,0.00024,0.00979
"K26","J44",0.00697,-0.0018,0.01574
"K26","J45",-0.00912,-0.02167,0.00342
"K26","J47",0.00159,-0.00331,0.00649
"K26","J90",0.0245,0.01366,0.03533
"K26","J96",0.01222,0.00466,0.01978
"K26","J98",0.00943,0.00075,0.01812
"K26","K02",-0.00352,-0.00752,0.00048
"K26","K13",-0.00316,-0.00568,-0.00064
"K26","K20",0.12649,0.1071,0.14589
"K26","K21",0.15181,0.12862,0.17499
"K26","K22",0.12176,0.10409,0.13944
"K26","K25",0.11245,0.09628,0.12861
"K26","K29",0.45308,0.42476,0.4814
"K26","K30",0.01584,0.00613,0.02556
"K26","K31",0.10786,0.09035,0.12538
"K26","K40",-0.02479,-0.03455,-0.01503
"K26","K42",-0.00349,-0.00815,0.00116
"K26","K43",0.00376,-0.00213,0.00965
"K26","K44",0.21108,0.1861,0.23605
"K26","K51",-0.00228,-0.00514,0.00059
"K26","K52",-0.00213,-0.00938,0.00511
"K26","K56",0.00388,-0.00246,0.01023
"K26","K57",0.02189,0.00484,0.03895
"K26","K58",0.00866,-0.00035,0.01767
"K26","K59",0.01887,0.00592,0.03182
"K26","K60",0.00118,-0.0039,0.00625
"K26","K62",-0.00931,-0.01951,0.00089
"K26","K63",0.01824,0.00316,0.03332
"K26","K64",0.00872,-0.00112,0.01857
"K26","K66",0.00183,-0.00482,0.00848
"K26","K76",0.03431,0.02339,0.04524
"K26","K80",0.01122,0.00223,0.02022
"K26","K92",0.10439,0.08379,0.12499
"K26","L02",-0.00479,-0.00691,-0.00268
"K26","L03",0.00297,-0.00456,0.01049
"K26","L30",-0.00033,-0.00398,0.00331
"K26","L40",0.00035,-0.00403,0.00473
"K26","L57",-0.00688,-0.01026,-0.00349
"K26","L72",-0.00378,-0.00807,0.00052
"K26","L82",-0.00306,-0.00655,0.00042
"K26","L89",0.00903,0.00184,0.01622
"K26","L98",-0.00366,-0.0105,0.00319
"K26","M06",0.00069,-0.00381,0.00519
"K26","M10",0.00621,-0.00258,0.015
"K26","M13",-0.00602,-0.01603,0.004
"K26","M15",-0.00503,-0.00899,-0.00108
"K26","M16",-0.00875,-0.01626,-0.00125
"K26","M17",-0.01503,-0.02621,-0.00385
"K26","M19",0.00701,-0.00476,0.01877
"K26","M20",-0.00454,-0.0064,-0.00269
"K26","M23",-0.01629,-0.02149,-0.01108
"K26","M25",-0.00162,-0.01209,0.00885
"K26","M47",-0.00151,-0.00871,0.0057
"K26","M48",1e-04,-0.0093,0.0095
"K26","M51",-0.00271,-0.00969,0.00426
"K26","M54",0.00036,-0.01065,0.01137
"K26","M65",-0.00303,-0.00699,0.00093
"K26","M72",-0.00608,-0.01123,-0.00092
"K26","M75",-0.01081,-0.0157,-0.00592
"K26","M79",-0.00081,-0.00916,0.00754
"K26","M81",0.00537,-3e-05,0.01077
"K26","N13",0.00361,-0.00295,0.01017
"K26","N17",0.03866,0.02613,0.05118
"K26","N18",0.01933,0.0081,0.03055
"K26","N20",-0.00139,-0.009,0.00622
"K26","N28",0.00801,0.00067,0.01535
"K26","N32",-0.01224,-0.0188,-0.00568
"K26","N35",-0.00241,-0.00699,0.00217
"K26","N39",0.00919,-0.00143,0.01982
"K26","N40",-0.00439,-0.01916,0.01037
"K26","N41",-0.00203,-0.00692,0.00285
"K26","N42",-0.00233,-0.00602,0.00135
"K26","N43",0.00013,-0.00484,0.00509
"K26","N47",0.00044,-0.0054,0.00629
"K26","N48",-0.00046,-0.00507,0.00415
"K26","N50",0.00207,-0.00372,0.00786
"K26","U07",0.00894,0.00213,0.01574
"K29","A04",0.00621,0.00454,0.00788
"K29","A09",0.02211,0.01851,0.02572
"K29","A41",0.01076,0.00766,0.01386
"K29","B37",0.0224,0.01973,0.02508
"K29","B95",0.0012,-8e-04,0.00319
"K29","B96",0.02383,0.02039,0.02728
"K29","C18",0.00383,0.00189,0.00577
"K29","C34",-0.00013,-0.00166,0.0014
"K29","C44",-0.01637,-0.01915,-0.01359
"K29","C61",-0.01615,-0.0191,-0.0132
"K29","C67",-0.00299,-0.00433,-0.00166
"K29","C77",0.00316,0.00083,0.00549
"K29","C78",0.0093,0.00647,0.01213
"K29","C79",0.00032,-0.00197,0.00262
"K29","D12",0.02453,0.02007,0.029
"K29","D17",-0.00254,-0.00431,-0.00078
"K29","D22",-0.00256,-0.00369,-0.00143
"K29","D23",-0.0024,-0.00328,-0.00151
"K29","D50",0.08764,0.08264,0.09264
"K29","D64",0.06906,0.06415,0.07397
"K29","D69",0.00508,0.00324,0.00692
"K29","D70",0.00218,0.00038,0.00399
"K29","E03",0.00015,-0.00207,0.00238
"K29","E10",-9e-05,-0.00119,0.00101
"K29","E11",0.00817,0.0039,0.01244
"K29","E14",0.00161,3e-05,0.0032
"K29","E66",0.00135,-0.00251,0.00521
"K29","E78",-0.00613,-0.0122,-6e-05
"K29","E83",0.00943,0.00706,0.0118
"K29","E86",0.01307,0.01035,0.01578
"K29","E87",0.02169,0.01796,0.02542
"K29","F05",0.00503,0.00301,0.00706
"K29","F10",0.00765,0.00491,0.01039
"K29","F17",0.00223,-0.00123,0.00569
"K29","F32",0.01001,0.00662,0.0134
"K29","F41",0.01364,0.01039,0.01689
"K29","G40",-0.00031,-0.00185,0.00123
"K29","G45",-0.0014,-0.00273,-7e-05
"K29","G47",-0.00125,-0.00365,0.00115
"K29","G55",-0.00313,-0.00465,-0.00161
"K29","G56",-0.00279,-0.0046,-0.00099
"K29","G81",-0.00021,-0.00155,0.00114
"K29","H02",-0.00419,-0.00571,-0.00268
"K29","H25",-0.0104,-0.01338,-0.00742
"K29","H26",-0.01836,-0.02148,-0.01525
"K29","H33",-0.00428,-0.00555,-0.00302
"K29","H35",-0.00439,-0.00619,-0.00259
"K29","H36",0.00181,0.00048,0.00314
"K29","H40",-0.0023,-0.00459,-2e-05
"K29","H52",-0.00328,-0.00503,-0.00152
"K29","H53",-0.00054,-0.00219,0.00111
"K29","H91",0.00564,0.00314,0.00814
"K29","I08",0.00341,0.00133,0.00549
"K29","I10",0.01738,0.00876,0.026
"K29","I20",-0.00102,-0.00455,0.00252
"K29","I21",-0.00839,-0.01094,-0.00583
"K29","I24",0.00048,-0.00108,0.00204
"K29","I25",-0.0085,-0.01324,-0.00375
"K29","I26",0.00052,-0.0015,0.00254
"K29","I34",3e-04,-0.00142,0.00202
"K29","I35",0.00116,-0.00088,0.00319
"K29","I44",0.00175,-0.00087,0.00437
"K29","I45",8e-05,-0.00196,0.00212
"K29","I47",-0.00119,-0.00277,0.00039
"K29","I48",-0.00685,-0.01095,-0.00275
"K29","I49",0.00218,1e-04,0.00427
"K29","I50",0.00276,-0.00012,0.00564
"K29","I51",0.00403,0.001,0.00706
"K29","I63",-0.00393,-0.00589,-0.00196
"K29","I67",0.00438,0.00214,0.00663
"K29","I70",0.00022,-0.00105,0.00149
"K29","I71",-0.001,-0.00253,0.00054
"K29","I73",0.0025,0.00056,0.00445
"K29","I80",-0.00138,-0.00307,0.00031
"K29","I83",-0.00373,-0.00527,-0.00218
"K29","I84",-0.00994,-0.01261,-0.00726
"K29","I95",0.0141,0.01086,0.01735
"K29","J18",0.01,0.00632,0.01368
"K29","J22",-0.00015,-0.00269,0.00238
"K29","J33",-0.00281,-0.00377,-0.00185
"K29","J34",-0.00343,-0.00476,-0.00211
"K29","J43",0.0018,0.00034,0.00327
"K29","J44",0.00605,0.00309,0.00902
"K29","J45",-0.00314,-0.00704,0.00076
"K29","J47",0.00157,0.00011,0.00302
"K29","J90",0.0071,0.00418,0.01003
"K29","J96",0.0041,0.0019,0.00631
"K29","J98",0.00754,0.00481,0.01027
"K29","K02",-0.00257,-0.00383,-0.00132
"K29","K13",-0.00171,-0.0028,-0.00061
"K29","K20",0.11846,0.11279,0.12414
"K29","K21",0.22016,0.21224,0.22809
"K29","K22",0.16273,0.15617,0.16929
"K29","K25",1,0.98318,1.01682
"K29","K26",0.05137,0.04761,0.05513
"K29","K30",0.03102,0.02754,0.03449
"K29","K31",0.12847,0.12273,0.13422
"K29","K40",-0.02029,-0.02384,-0.01674
"K29","K42",-0.00158,-0.0034,0.00024
"K29","K43",0.00039,-0.00108,0.00185
"K29","K44",0.3122,0.30388,0.32053
"K29","K51",1e-05,-0.00128,0.00131
"K29","K52",0.00473,0.002,0.00746
"K29","K56",0.00357,0.00147,0.00567
"K29","K57",0.0588,0.05264,0.06496
"K29","K58",0.00796,0.00581,0.01012
"K29","K59",0.01618,0.01239,0.01997
"K29","K60",-0.00044,-0.00172,0.00084
"K29","K62",0.00783,0.00378,0.01188
"K29","K63",0.0317,0.02689,0.03652
"K29","K64",0.02842,0.02441,0.03243
"K29","K66",0.00611,0.00396,0.00826
"K29","K76",0.02907,0.02568,0.03246
"K29","K80",0.01914,0.0158,0.02249
"K29","K92",0.03625,0.03207,0.04043
"K29","L02",-0.00216,-0.00322,-0.00111
"K29","L03",-0.00157,-0.00395,0.00082
"K29","L30",5e-05,-0.00142,0.00151
"K29","L40",0.00018,-0.00138,0.00174
"K29","L57",-0.00205,-0.0036,-0.00051
"K29","L72",-0.00291,-0.00441,-0.00142
"K29","L82",-0.00227,-0.00367,-0.00087
"K29","L89",0.00601,0.00412,0.0079
"K29","L98",-0.00391,-0.00572,-0.0021
"K29","M06",0.00031,-0.00118,0.0018
"K29","M10",0.00242,-0.00037,0.00521
"K29","M13",0.00299,-0.00016,0.00614
"K29","M15",0.00153,-0.00035,0.00342
"K29","M16",-0.01158,-0.01394,-0.00923
"K29","M17",-0.01531,-0.01865,-0.01197
"K29","M19",0.01242,0.00842,0.01643
"K29","M20",-0.0035,-0.00444,-0.00255
"K29","M23",-0.01657,-0.01844,-0.01471
"K29","M25",-0.00163,-0.00442,0.00116
"K29","M47",0.0037,0.00112,0.00628
"K29","M48",-0.00219,-0.0041,-0.00027
"K29","M51",-0.00141,-0.00357,0.00074
"K29","M54",0.00458,0.00131,0.00786
"K29","M65",-0.00406,-0.00542,-0.0027
"K29","M72",-0.00719,-0.00859,-0.00578
"K29","M75",-0.00912,-0.01088,-0.00736
"K29","M79",0.00058,-0.00224,0.0034
"K29","M81",0.00447,0.00273,0.00621
"K29","N13",-0.00165,-0.00345,0.00016
"K29","N17",0.02029,0.01638,0.0242
"K29","N18",0.0158,0.01241,0.0192
"K29","N20",-0.00311,-0.00495,-0.00128
"K29","N28",0.00261,0.00059,0.00462
"K29","N32",-0.00801,-0.01045,-0.00558
"K29","N35",-0.00175,-0.00323,-0.00027
"K29","N39",-0.00231,-0.00542,8e-04
"K29","N40",-0.01132,-0.01565,-0.00698
"K29","N41",-0.00242,-0.00374,-0.0011
"K29","N42",-0.00292,-0.00403,-0.00181
"K29","N43",-0.00375,-0.00466,-0.00285
"K29","N47",-0.00206,-0.00347,-0.00066
"K29","N48",-0.00161,-0.00311,-0.00011
"K29","N50",-0.00195,-0.00344,-0.00046
"K29","U07",0.0055,0.00347,0.00752
"K30","A04",0.0083,0.00414,0.01246
"K30","A09",0.02619,0.01778,0.0346
"K30","A41",0.00553,-0.00111,0.01217
"K30","B37",0.00942,0.00484,0.01399
"K30","B95",0.00046,-0.00397,0.00488
"K30","B96",0.01017,0.00343,0.0169
"K30","C18",-0.00105,-0.00453,0.00243
"K30","C34",0.00072,-0.00285,0.00428
"K30","C44",-0.00482,-0.0119,0.00226
"K30","C61",0.00017,-0.00744,0.00777
"K30","C67",-0.00091,-0.0041,0.00229
"K30","C77",0.00187,-0.00306,0.0068
"K30","C78",0.00482,-0.00094,0.01058
"K30","C79",-0.00111,-0.00608,0.00387
"K30","D12",0.00371,-0.00475,0.01217
"K30","D17",0.00084,-0.00321,0.00489
"K30","D22",-0.00205,-0.00435,0.00026
"K30","D23",-0.00093,-0.0033,0.00144
"K30","D50",0.02335,0.01515,0.03156
"K30","D64",0.02351,0.01487,0.03216
"K30","D69",0.00159,-0.00195,0.00512
"K30","D70",0.00447,7e-05,0.00887
"K30","E03",0.00444,-0.00121,0.01009
"K30","E10",-0.00254,-0.0048,-0.00027
"K30","E11",-0.00306,-0.01263,0.00652
"K30","E14",0.00553,0.0011,0.00997
"K30","E66",0.02534,0.01509,0.03559
"K30","E78",0.00498,-0.00856,0.01853
"K30","E83",0.00616,0.00092,0.0114
"K30","E86",0.00504,-0.00049,0.01058
"K30","E87",0.00805,0.00024,0.01586
"K30","F05",0.00175,-0.00248,0.00599
"K30","F10",-0.0019,-0.00689,0.00309
"K30","F17",0.00974,0.00122,0.01826
"K30","F32",0.01349,0.0057,0.02128
"K30","F41",0.02329,0.01545,0.03113
"K30","G40",-0.00103,-0.00434,0.00228
"K30","G45",-0.00221,-0.00496,0.00054
"K30","G47",-0.00171,-0.00695,0.00353
"K30","G55",-0.00177,-0.0054,0.00186
"K30","G56",-0.00132,-0.00599,0.00335
"K30","G81",-0.00071,-0.00362,0.00221
"K30","H02",-0.00663,-0.00954,-0.00372
"K30","H25",-0.00136,-0.0085,0.00577
"K30","H26",-0.00581,-0.01357,0.00196
"K30","H33",-0.00318,-0.00601,-0.00036
"K30","H35",-0.00275,-0.00681,0.00131
"K30","H36",-0.00143,-0.00405,0.00118
"K30","H40",0,-0.00514,0.00515
"K30","H52",0.00107,-0.00322,0.00537
"K30","H53",0.00121,-0.0027,0.00511
"K30","H91",0.00807,0.00251,0.01363
"K30","I08",0.00345,-0.00157,0.00846
"K30","I10",0.01726,-0.00198,0.03651
"K30","I20",0.00834,-0.00047,0.01716
"K30","I21",-0.00248,-0.00877,0.00381
"K30","I24",0.00336,-0.00097,0.00769
"K30","I25",0.00606,-0.00518,0.01731
"K30","I26",-0.00066,-0.00503,0.00371
"K30","I34",1e-04,-0.00389,0.00409
"K30","I35",0.00122,-0.0034,0.00584
"K30","I44",0.00114,-0.00477,0.00705
"K30","I45",0.00572,0.00059,0.01084
"K30","I47",-0.00137,-0.00472,0.00197
"K30","I48",-0.00411,-0.01341,0.00518
"K30","I49",0.00803,0.00278,0.01329
"K30","I50",0.00053,-0.00608,0.00713
"K30","I51",0.00966,0.00219,0.01712
"K30","I63",-0.00041,-0.00496,0.00414
"K30","I67",0.00301,-0.00188,0.00791
"K30","I70",0.00122,-0.00196,0.0044
"K30","I71",0.00023,-0.00341,0.00386
"K30","I73",0.00367,-0.00108,0.00842
"K30","I80",-0.00132,-0.00488,0.00224
"K30","I83",-0.00204,-0.00569,0.00162
"K30","I84",-0.00131,-0.0082,0.00558
"K30","I95",0.00862,0.00176,0.01548
"K30","J18",-2e-05,-0.00782,0.00778
"K30","J22",-0.00262,-0.00838,0.00315
"K30","J33",-0.00324,-0.00493,-0.00155
"K30","J34",-0.00183,-0.00511,0.00144
"K30","J43",0.00074,-0.00251,0.004
"K30","J44",0.00559,-0.00121,0.01238
"K30","J45",0.00714,-0.00195,0.01623
"K30","J47",0.00102,-0.00234,0.00439
"K30","J90",0.00021,-0.00595,0.00636
"K30","J96",0.0018,-0.00311,0.00671
"K30","J98",0.00422,-0.00178,0.01022
"K30","K02",-0.00187,-0.00486,0.00112
"K30","K13",-0.00177,-0.00416,0.00062
"K30","K20",0.05506,0.04542,0.0647
"K30","K21",0.18465,0.16798,0.20133
"K30","K22",0.05125,0.04122,0.06128
"K30","K25",0.02121,0.01493,0.02748
"K30","K26",0.01493,0.00947,0.02039
"K30","K29",0.18372,0.16714,0.20031
"K30","K31",0.055,0.04505,0.06494
"K30","K40",-0.00348,-0.01227,0.0053
"K30","K42",-0.00095,-0.00503,0.00312
"K30","K43",-0.00012,-0.00366,0.00342
"K30","K44",0.15653,0.1412,0.17185
"K30","K51",-0.00269,-0.00459,-8e-04
"K30","K52",0.01063,0.00394,0.01732
"K30","K56",0.00474,-6e-05,0.00953
"K30","K57",0.03901,0.02604,0.05198
"K30","K58",0.01844,0.01255,0.02433
"K30","K59",0.02698,0.01776,0.0362
"K30","K60",0.00331,-0.00059,0.00721
"K30","K62",0.00489,-0.0037,0.01349
"K30","K63",0.00556,-0.00361,0.01473
"K30","K64",0.0225,0.01425,0.03075
"K30","K66",0.00802,0.00293,0.01311
"K30","K76",0.01036,0.00431,0.01641
"K30","K80",0.02199,0.01415,0.02983
"K30","K92",0.01579,0.00785,0.02374
"K30","L02",-0.00255,-0.00456,-0.00054
"K30","L03",-0.00821,-0.01286,-0.00356
"K30","L30",0.00555,0.00139,0.00971
"K30","L40",0.00087,-0.00256,0.0043
"K30","L57",0.00173,-0.00256,0.00602
"K30","L72",-0.00208,-0.00537,0.0012
"K30","L82",0.00035,-0.00293,0.00364
"K30","L89",0.00321,-0.00071,0.00713
"K30","L98",0.00207,-0.0028,0.00693
"K30","M06",0.00047,-0.00293,0.00388
"K30","M10",0.00501,-0.00153,0.01156
"K30","M13",0.01078,0.00318,0.01838
"K30","M15",0.00813,0.00297,0.01329
"K30","M16",-0.00546,-0.01123,0.00031
"K30","M17",-0.00897,-0.01659,-0.00135
"K30","M19",0.01496,0.00549,0.02442
"K30","M20",-0.00099,-0.00354,0.00156
"K30","M23",-0.01142,-0.01588,-0.00697
"K30","M25",0.00399,-0.00308,0.01105
"K30","M47",0.00508,-0.00082,0.01098
"K30","M48",0.0034,-0.00157,0.00838
"K30","M51",-0.00105,-0.00579,0.00369
"K30","M54",0.01095,0.00329,0.01862
"K30","M65",-0.00184,-0.00539,0.00171
"K30","M72",0.00075,-0.00347,0.00496
"K30","M75",-0.00435,-0.00894,0.00024
"K30","M79",0.00157,-0.00488,0.00802
"K30","M81",0.00358,-0.00018,0.00735
"K30","N13",9e-05,-0.00421,0.00438
"K30","N17",0.01006,0.00156,0.01856
"K30","N18",0.00785,0.00061,0.01508
"K30","N20",-0.00275,-0.00671,0.00121
"K30","N28",0.00535,0.00051,0.0102
"K30","N32",-0.00302,-0.0088,0.00275
"K30","N35",-0.00363,-0.00644,-0.00083
"K30","N39",-0.00346,-0.01048,0.00355
"K30","N40",0.01122,0.00035,0.0221
"K30","N41",-0.00051,-0.0036,0.00259
"K30","N42",-0.00039,-0.0033,0.00253
"K30","N43",-0.00045,-0.00315,0.00226
"K30","N47",-0.00188,-0.00492,0.00115
"K30","N48",0.00011,-0.0035,0.00372
"K30","N50",0.00081,-0.00286,0.00449
"K30","U07",8e-04,-0.00294,0.00454
"K31","A04",0.00698,0.00369,0.01027
"K31","A09",0.01743,0.01121,0.02365
"K31","A41",0.01869,0.01265,0.02473
"K31","B37",0.02071,0.01593,0.02548
"K31","B95",0.00271,-0.00119,0.00662
"K31","B96",0.01214,0.00662,0.01766
"K31","C18",0.00606,0.00244,0.00967
"K31","C34",-0.00309,-0.00556,-0.00062
"K31","C44",-0.02289,-0.0271,-0.01868
"K31","C61",-0.02227,-0.02671,-0.01782
"K31","C67",-0.00419,-0.00625,-0.00213
"K31","C77",0.0042,1e-04,0.00831
"K31","C78",0.01752,0.0122,0.02283
"K31","C79",0.00049,-0.00344,0.00442
"K31","D12",0.02249,0.0148,0.03019
"K31","D17",-0.00225,-0.00509,0.00058
"K31","D22",-0.00394,-0.00538,-0.00251
"K31","D23",-0.00291,-0.00426,-0.00156
"K31","D50",0.10798,0.09805,0.11791
"K31","D64",0.07992,0.0705,0.08933
"K31","D69",0.00828,0.00471,0.01185
"K31","D70",0.00363,0.00015,0.00711
"K31","E03",-0.00379,-0.00733,-0.00024
"K31","E10",0.00033,-0.00203,0.00268
"K31","E11",-0.0011,-0.00903,0.00684
"K31","E14",0.00304,-0.00025,0.00633
"K31","E66",-0.00017,-0.00703,0.00669
"K31","E78",-0.0355,-0.04519,-0.02582
"K31","E83",0.0136,0.00873,0.01846
"K31","E86",0.01729,0.01203,0.02255
"K31","E87",0.02698,0.01987,0.03408
"K31","F05",0.00264,-0.00085,0.00612
"K31","F10",0.00182,-0.00289,0.00654
"K31","F17",-0.00896,-0.01545,-0.00247
"K31","F32",0.00454,-0.00128,0.01035
"K31","F41",0.00558,4e-04,0.01075
"K31","G40",-0.00112,-0.0039,0.00165
"K31","G45",-0.00372,-0.00544,-0.00199
"K31","G47",-9e-05,-0.0045,0.00432
"K31","G55",-0.00653,-0.00875,-0.00431
"K31","G56",-0.00975,-0.01176,-0.00774
"K31","G81",-0.00118,-0.00342,0.00105
