"expo","outcome","mean","low95ci","up95ci"
"I84","N84",-0.00437,-0.00771,-0.00102
"I84","N85",-0.00287,-0.00522,-0.00053
"I84","N88",-0.00047,-0.00195,0.00101
"I84","N90",0.00209,0.00013,0.00404
"I84","N92",-0.00575,-0.00811,-0.00339
"I84","N93",-0.00044,-0.00239,0.00151
"I84","N94",-0.00072,-0.00201,0.00057
"I84","N95",-0.00248,-0.00576,0.00081
"I84","O68",-0.00046,-0.00055,-0.00038
"I84","O70",-0.00042,-5e-04,-0.00034
"I95","A09",0.04748,0.03976,0.05519
"I95","A41",0.08567,0.07676,0.09458
"I95","B37",0.02643,0.0211,0.03177
"I95","B95",0.02277,0.01785,0.02769
"I95","B96",0.04872,0.04138,0.05605
"I95","C18",0.00351,0.00037,0.00666
"I95","C34",-7e-05,-0.00249,0.00236
"I95","C44",-0.01455,-0.01827,-0.01084
"I95","C50",-0.01559,-0.02046,-0.01072
"I95","C77",0.00997,0.00457,0.01537
"I95","C78",0.02178,0.01557,0.028
"I95","C79",0.02339,0.01734,0.02944
"I95","D05",-0.00098,-0.00404,0.00208
"I95","D12",-0.01365,-0.01812,-0.00918
"I95","D17",-0.00409,-0.00597,-0.00221
"I95","D22",-0.00531,-0.00669,-0.00394
"I95","D23",-0.00213,-0.004,-0.00026
"I95","D25",-0.00426,-0.00868,0.00015
"I95","D50",0.02212,0.01516,0.02909
"I95","D64",0.08015,0.07072,0.08957
"I95","D70",0.02406,0.01854,0.02957
"I95","E03",-0.01609,-0.02285,-0.00933
"I95","E04",0.00095,-0.00172,0.00362
"I95","E05",0.00286,7e-05,0.00565
"I95","E11",-0.00638,-0.01262,-0.00015
"I95","E55",0.01373,0.01006,0.01741
"I95","E66",0.02342,0.01495,0.03188
"I95","E78",-0.00376,-0.01169,0.00416
"I95","E83",0.04918,0.04258,0.05577
"I95","E86",0.0801,0.07199,0.0882
"I95","E87",0.15119,0.14009,0.16228
"I95","F05",0.03237,0.02793,0.03681
"I95","F10",0.00983,0.00582,0.01383
"I95","F17",0.00164,-0.00435,0.00762
"I95","F32",0.03247,0.02339,0.04155
"I95","F41",0.03609,0.02765,0.04453
"I95","G40",0.00281,7e-05,0.00556
"I95","G43",0.00543,0.00084,0.01002
"I95","G47",0.00129,-0.00219,0.00478
"I95","G55",0.00114,-0.00232,0.00461
"I95","G56",-0.0118,-0.01463,-0.00898
"I95","H02",-0.00506,-0.00746,-0.00265
"I95","H04",-0.00127,-0.00362,0.00107
"I95","H25",-0.02531,-0.02956,-0.02106
"I95","H26",-0.02765,-0.03297,-0.02233
"I95","H35",-0.00884,-0.01154,-0.00615
"I95","H40",-0.00867,-0.01156,-0.00578
"I95","H52",-0.00576,-0.00877,-0.00276
"I95","H53",0.00461,0.00133,0.00789
"I95","H91",0.00409,0.00066,0.00752
"I95","I08",0.02669,0.02199,0.03139
"I95","I10",0.02824,0.01288,0.0436
"I95","I20",0.00323,-0.00122,0.00768
"I95","I21",0.00953,0.00602,0.01304
"I95","I25",0.01713,0.0111,0.02317
"I95","I26",0.01951,0.01444,0.02459
"I95","I34",0.01391,0.01012,0.01771
"I95","I35",0.00612,0.00336,0.00887
"I95","I44",0.02152,0.01683,0.02621
"I95","I47",0.01528,0.01134,0.01922
"I95","I48",0.04649,0.03929,0.0537
"I95","I49",0.01475,0.01068,0.01881
"I95","I50",0.03704,0.0315,0.04258
"I95","I51",0.04025,0.03403,0.04646
"I95","I63",0.00655,0.00327,0.00983
"I95","I67",0.02526,0.02094,0.02957
"I95","I73",0.01022,0.00638,0.01407
"I95","I80",0.00712,0.00376,0.01047
"I95","I83",-0.00167,-0.00454,0.00119
"I95","I84",-0.02143,-0.02469,-0.01818
"I95","J18",0.07548,0.06707,0.08389
"I95","J22",0.02357,0.01804,0.02911
"I95","J34",-0.00308,-0.00448,-0.00168
"I95","J44",0.00489,0.00071,0.00907
"I95","J45",-0.02739,-0.03357,-0.0212
"I95","J47",0.00129,-0.00104,0.00361
"I95","J90",0.06317,0.05551,0.07083
"I95","J96",0.03812,0.03237,0.04386
"I95","J98",0.04323,0.03667,0.04979
"I95","K02",-0.00316,-0.00473,-0.00159
"I95","K13",-0.00314,-0.00496,-0.00131
"I95","K20",-0.00254,-0.00594,0.00085
"I95","K21",0.00227,-0.00658,0.01112
"I95","K22",0.00263,-0.00192,0.00719
"I95","K25",0.00199,-0.00146,0.00545
"I95","K29",-0.0172,-0.02424,-0.01015
"I95","K30",-0.00961,-0.01337,-0.00584
"I95","K31",-0.00393,-0.00876,9e-04
"I95","K43",0.00329,0.00058,0.00599
"I95","K44",-0.01589,-0.02308,-0.0087
"I95","K52",0.0078,0.00231,0.01329
"I95","K56",0.01983,0.01427,0.0254
"I95","K57",-0.032,-0.0391,-0.0249
"I95","K58",-0.00018,-0.00466,0.00431
"I95","K59",0.0713,0.06194,0.08065
"I95","K62",-0.01735,-0.02215,-0.01255
"I95","K63",-0.00569,-0.01147,1e-04
"I95","K64",0.00634,0.00047,0.01221
"I95","K66",0.01237,0.00746,0.01727
"I95","K76",0.01712,0.01116,0.02308
"I95","K80",0.00071,-0.00477,0.00619
"I95","K81",0.00131,-0.00118,0.00379
"I95","K83",0.01086,0.00698,0.01475
"I95","K92",0.0148,0.00885,0.02075
"I95","L03",0.01206,0.0078,0.01632
"I95","L57",-0.0034,-0.00555,-0.00126
"I95","L72",-0.00514,-0.00735,-0.00294
"I95","L82",-0.00404,-0.00561,-0.00247
"I95","L90",-0.00092,-0.0031,0.00126
"I95","L98",-0.00013,-0.00322,0.00296
"I95","M06",-0.00163,-0.00497,0.00171
"I95","M13",-0.00698,-0.01303,-0.00093
"I95","M15",-0.00151,-0.00507,0.00205
"I95","M16",0.01044,0.0041,0.01678
"I95","M17",-0.01926,-0.02475,-0.01377
"I95","M19",0.01545,0.00736,0.02354
"I95","M20",-0.01612,-0.01917,-0.01306
"I95","M23",-0.01828,-0.02025,-0.01632
"I95","M25",0.016,0.00943,0.02258
"I95","M35",-5e-04,-0.00323,0.00224
"I95","M43",0.00252,-4e-04,0.00543
"I95","M47",0.00487,-8e-05,0.00982
"I95","M48",0.00617,0.00193,0.01042
"I95","M51",0.00368,-0.00108,0.00845
"I95","M54",0.02326,0.01527,0.03126
"I95","M65",-0.00401,-0.00702,-0.00101
"I95","M67",-0.00622,-0.00746,-0.00498
"I95","M75",-0.00862,-0.01194,-0.00529
"I95","M79",0.01033,0.00406,0.01661
"I95","M81",0.01474,0.00877,0.0207
"I95","M85",0.00976,0.00566,0.01386
"I95","N13",0.01401,0.00982,0.01819
"I95","N17",0.10657,0.09756,0.11558
"I95","N18",0.03377,0.02719,0.04035
"I95","N20",0.00212,-0.00035,0.00459
"I95","N28",0.00853,0.0051,0.01196
"I95","N30",-0.00017,-0.0027,0.00236
"I95","N32",0.00092,-0.00231,0.00416
"I95","N39",0.05815,0.04916,0.06714
"I95","N73",0.00443,0.00099,0.00786
"I95","N80",0.00061,-0.00238,0.00359
"I95","N81",-0.01831,-0.02244,-0.01419
"I95","N83",0.00136,-0.00224,0.00495
"I95","N84",-0.01374,-0.0172,-0.01028
"I95","N85",-0.00335,-0.00691,0.00021
"I95","N88",-0.00329,-0.00476,-0.00182
"I95","N90",-0.00277,-0.00461,-0.00094
"I95","N92",-0.0039,-0.0084,0.00059
"I95","N93",0.00183,-0.00102,0.00469
"I95","N94",-0.00156,-0.00325,0.00012
"I95","N95",-0.01321,-0.01696,-0.00946
"I95","O68",-0.00045,-0.00053,-0.00037
"I95","O70",-0.00042,-5e-04,-0.00034
"J18","A09",0.05195,0.04421,0.05969
"J18","A41",0.11885,0.10953,0.12818
"J18","B37",0.04307,0.03718,0.04895
"J18","B95",0.03054,0.02525,0.03584
"J18","B96",0.06139,0.05415,0.06863
"J18","C18",7e-05,-0.00288,0.00301
"J18","C34",0.01446,0.01139,0.01752
"J18","C44",-0.01822,-0.02098,-0.01547
"J18","C50",-0.02097,-0.02517,-0.01677
"J18","C77",0.01201,0.00665,0.01737
"J18","C78",0.04059,0.03393,0.04724
"J18","C79",0.04139,0.03484,0.04793
"J18","D05",-0.00455,-0.00659,-0.00251
"J18","D12",-0.01856,-0.02221,-0.01492
"J18","D17",-0.00276,-0.00503,-0.00048
"J18","D22",-0.00474,-0.00633,-0.00315
"J18","D23",-0.00322,-0.00449,-0.00195
"J18","D25",-0.01049,-0.01386,-0.00711
"J18","D50",0.01771,0.01184,0.02358
"J18","D64",0.05453,0.04678,0.06229
"J18","D70",0.03609,0.02956,0.04263
"J18","E03",-0.01399,-0.01975,-0.00822
"J18","E04",0.00091,-0.00132,0.00313
"J18","E05",0.00026,-0.00168,0.0022
"J18","E11",0.00282,-0.00283,0.00846
"J18","E55",0.01221,0.00849,0.01592
"J18","E66",0.00569,-0.00131,0.01269
"J18","E78",-0.01259,-0.01944,-0.00574
"J18","E83",0.04738,0.04122,0.05355
"J18","E86",0.05839,0.052,0.06478
"J18","E87",0.14057,0.13133,0.1498
"J18","F05",0.03818,0.03407,0.0423
"J18","F10",0.00397,0.00138,0.00657
"J18","F17",0.00564,0.00078,0.01049
"J18","F32",0.01245,0.00564,0.01925
"J18","F41",0.01884,0.01187,0.02581
"J18","G40",0.00555,0.00279,0.00831
"J18","G43",0.00072,-0.00302,0.00445
"J18","G47",0.00195,-0.00051,0.00442
"J18","G55",-0.00504,-0.00735,-0.00273
"J18","G56",-0.01277,-0.01521,-0.01032
"J18","H02",-0.00643,-0.0083,-0.00457
"J18","H04",-0.00362,-0.00531,-0.00193
"J18","H25",-0.02886,-0.03253,-0.02518
"J18","H26",-0.02955,-0.03396,-0.02514
"J18","H35",-0.00919,-0.01143,-0.00696
"J18","H40",-0.00772,-0.01021,-0.00523
"J18","H52",-0.00704,-0.00954,-0.00454
"J18","H53",0.00141,-0.00132,0.00415
"J18","H91",0.00019,-0.00233,0.00272
"J18","I08",0.02428,0.02004,0.02853
"J18","I10",-0.00696,-0.01857,0.00465
"J18","I20",-0.00763,-0.01064,-0.00461
"J18","I21",0.00928,0.00613,0.01244
"J18","I25",0.01536,0.01019,0.02052
"J18","I26",0.06653,0.05921,0.07384
"J18","I34",0.0109,0.00746,0.01433
"J18","I35",0.00765,0.00467,0.01062
"J18","I44",0.01216,0.00862,0.0157
"J18","I47",0.0093,0.00599,0.01262
"J18","I48",0.05403,0.04734,0.06072
"J18","I49",0.00683,0.00393,0.00972
"J18","I50",0.05708,0.05145,0.06271
"J18","I51",0.04274,0.03709,0.04839
"J18","I63",0.00688,0.00413,0.00963
"J18","I67",0.01775,0.01422,0.02128
"J18","I73",0.0055,0.00223,0.00877
"J18","I80",0.01328,0.00953,0.01703
"J18","I83",-0.0051,-0.00758,-0.00261
"J18","I84",-0.02405,-0.02688,-0.02122
"J18","I95",0.06233,0.0556,0.06906
"J18","J22",0.05633,0.04926,0.0634
"J18","J34",-0.0027,-0.00464,-0.00076
"J18","J44",0.0351,0.03005,0.04015
"J18","J45",-0.00616,-0.01336,0.00104
"J18","J47",0.03314,0.02826,0.03803
"J18","J90",0.19542,0.18387,0.20698
"J18","J96",1,0.97405,1.02595
"J18","J98",0.11741,0.10798,0.12684
"J18","K02",-0.00307,-0.00452,-0.00163
"J18","K13",-0.00208,-0.0046,0.00044
"J18","K20",-0.00334,-0.0063,-0.00039
"J18","K21",-0.01282,-0.01986,-0.00577
"J18","K22",-0.00063,-0.00452,0.00326
"J18","K25",-0.00312,-0.00504,-0.00119
"J18","K29",-0.02807,-0.03412,-0.02201
"J18","K30",-0.01488,-0.0176,-0.01216
"J18","K31",-0.00899,-0.013,-0.00499
"J18","K43",0.00303,0.00044,0.00562
"J18","K44",-0.02768,-0.03344,-0.02191
"J18","K52",-0.00136,-0.00587,0.00315
"J18","K56",0.01889,0.01413,0.02364
"J18","K57",-0.04019,-0.04657,-0.0338
"J18","K58",-0.00611,-0.00977,-0.00245
"J18","K59",0.05406,0.04626,0.06185
"J18","K62",-0.01904,-0.02355,-0.01453
"J18","K63",-0.01557,-0.02025,-0.01089
"J18","K64",-0.00777,-0.01198,-0.00356
"J18","K66",0.00457,0.00088,0.00827
"J18","K76",0.02484,0.01927,0.03042
"J18","K80",0.00309,-0.00265,0.00884
"J18","K81",0.00115,-0.00094,0.00324
"J18","K83",0.01004,0.00613,0.01394
"J18","K92",0.01169,0.00608,0.01731
"J18","L03",0.02098,0.01618,0.02578
"J18","L57",-0.00384,-0.00556,-0.00213
"J18","L72",-0.00643,-0.00806,-0.00479
"J18","L82",-0.00264,-0.00461,-0.00067
"J18","L90",-0.00379,-0.00505,-0.00254
"J18","L98",0.00015,-0.00274,0.00305
"J18","M06",0.004,0.00044,0.00757
"J18","M13",-0.01905,-0.02382,-0.01429
"J18","M15",-0.00776,-0.01058,-0.00494
"J18","M16",-0.02022,-0.02386,-0.01659
"J18","M17",-0.03172,-0.03586,-0.02758
"J18","M19",0.00307,-0.00363,0.00977
"J18","M20",-0.01939,-0.02184,-0.01695
"J18","M23",-0.01898,-0.02062,-0.01734
"J18","M25",0.00505,-6e-05,0.01016
"J18","M35",0.00289,-0.00017,0.00595
"J18","M43",-0.00088,-0.00306,0.0013
"J18","M47",-0.00716,-0.01111,-0.0032
"J18","M48",0.00381,0.00074,0.00688
"J18","M51",-0.00603,-0.00914,-0.00292
"J18","M54",0.00881,0.00274,0.01488
"J18","M65",-0.00839,-0.01014,-0.00663
"J18","M67",-0.00581,-0.00719,-0.00444
"J18","M75",-0.01459,-0.01657,-0.0126
"J18","M79",0.01195,0.00584,0.01807
"J18","M81",0.01083,0.00545,0.01622
"J18","M85",0.00509,0.00194,0.00824
"J18","N13",0.01002,0.00653,0.0135
"J18","N17",0.11664,0.10824,0.12504
"J18","N18",0.02697,0.02165,0.03229
"J18","N20",0.001,-0.0011,0.00309
"J18","N28",0.00951,0.00615,0.01287
"J18","N30",-0.00334,-0.00478,-0.0019
"J18","N32",-0.00283,-0.00524,-0.00043
"J18","N39",0.05951,0.05113,0.06789
"J18","N73",-0.00167,-0.00377,0.00044
"J18","N80",-0.00432,-0.00552,-0.00312
"J18","N81",-0.02446,-0.02731,-0.02161
"J18","N83",-0.00262,-0.00554,3e-04
"J18","N84",-0.01478,-0.01831,-0.01126
"J18","N85",-0.00891,-0.01132,-0.00651
"J18","N88",-0.00325,-0.00447,-0.00203
"J18","N90",-0.00261,-0.00475,-0.00047
"J18","N92",-0.00852,-0.01184,-0.00519
"J18","N93",2e-04,-0.00224,0.00264
"J18","N94",-0.00271,-0.00391,-0.0015
"J18","N95",-0.01544,-0.01852,-0.01236
"J18","O68",-0.00045,-0.00053,-0.00037
"J18","O70",-0.00041,-0.00049,-0.00034
"J22","A09",0.03913,0.03123,0.04703
"J22","A41",0.07903,0.06964,0.08841
"J22","B37",0.03922,0.03258,0.04585
"J22","B95",0.01698,0.0125,0.02145
"J22","B96",0.06145,0.05332,0.06959
"J22","C18",-0.00195,-0.00443,0.00052
"J22","C34",0.00652,0.00313,0.0099
"J22","C44",-0.01499,-0.01842,-0.01155
"J22","C50",-0.01996,-0.02476,-0.01515
"J22","C77",0.01312,0.00716,0.01908
"J22","C78",0.02753,0.0206,0.03445
"J22","C79",0.02771,0.02148,0.03393
"J22","D05",-0.0035,-0.00625,-0.00075
"J22","D12",-0.01494,-0.01935,-0.01053
"J22","D17",-0.00237,-0.00477,4e-05
"J22","D22",-0.00442,-0.00638,-0.00247
"J22","D23",-0.00388,-0.00492,-0.00285
"J22","D25",-0.0103,-0.01376,-0.00684
"J22","D50",0.0117,0.00554,0.01786
"J22","D64",0.04103,0.03261,0.04945
"J22","D70",0.04153,0.03375,0.04931
"J22","E03",-0.01023,-0.01757,-0.00289
"J22","E04",-0.00017,-0.00277,0.00244
"J22","E05",0.00294,-0.00014,0.00601
"J22","E11",0.00444,-0.00148,0.01036
"J22","E55",0.01294,0.00863,0.01725
"J22","E66",0.00313,-0.00449,0.01076
"J22","E78",-0.00648,-0.01503,0.00207
"J22","E83",0.03028,0.02435,0.03622
"J22","E86",0.0375,0.0314,0.04361
"J22","E87",0.09388,0.0839,0.10386
"J22","F05",0.03183,0.02647,0.0372
"J22","F10",0.00079,-0.00201,0.00359
"J22","F17",0.00614,-0.00026,0.01253
"J22","F32",0.01967,0.01101,0.02833
"J22","F41",0.02712,0.01877,0.03546
"J22","G40",0.00356,0.00054,0.00658
"J22","G43",0.00072,-0.00324,0.00467
"J22","G47",0.00614,0.0016,0.01067
"J22","G55",-0.0033,-0.00604,-0.00057
"J22","G56",-0.01008,-0.01364,-0.00652
"J22","H02",-0.0081,-0.01018,-0.00603
"J22","H04",-0.00402,-0.00592,-0.00212
"J22","H25",-0.02684,-0.03145,-0.02222
"J22","H26",-0.02861,-0.03397,-0.02324
"J22","H35",-0.00959,-0.0124,-0.00679
"J22","H40",-0.00556,-0.00927,-0.00185
"J22","H52",-0.00757,-0.01062,-0.00452
"J22","H53",0.00278,-8e-04,0.00637
"J22","H91",0.00387,-0.00023,0.00797
"J22","I08",0.01382,0.00984,0.0178
"J22","I10",0.00787,-0.00641,0.02215
"J22","I20",0.00013,-0.00404,0.0043
"J22","I21",0.00787,0.004,0.01174
"J22","I25",0.01395,0.00749,0.02042
"J22","I26",0.03483,0.02836,0.04129
"J22","I34",0.00779,0.0043,0.01127
"J22","I35",0.00685,0.00359,0.01011
"J22","I44",0.00745,0.00368,0.01122
"J22","I47",0.00701,0.00333,0.0107
"J22","I48",0.04028,0.03251,0.04806
"J22","I49",0.0074,0.00382,0.01098
"J22","I50",0.03922,0.03354,0.04491
"J22","I51",0.03468,0.02883,0.04053
"J22","I63",0.00522,0.00204,0.0084
"J22","I67",0.01117,0.00738,0.01495
"J22","I73",0.00667,0.00268,0.01065
"J22","I80",0.0133,0.00899,0.01761
"J22","I83",-0.00478,-0.00765,-0.00192
"J22","I84",-0.02057,-0.0245,-0.01664
"J22","I95",0.04249,0.03486,0.05012
"J22","J18",0.09256,0.08274,0.10238
"J22","J34",0.00133,-0.00174,0.00441
"J22","J44",0.02314,0.01744,0.02885
"J22","J45",0.03626,0.02523,0.04728
"J22","J47",0.03842,0.03234,0.0445
"J22","J90",0.08022,0.07093,0.0895
"J22","J96",0.04353,0.03705,0.05002
"J22","J98",0.07255,0.06379,0.08132
"J22","K02",-0.00059,-0.00281,0.00163
"J22","K13",-0.00188,-0.00433,0.00056
"J22","K20",-0.00071,-0.00458,0.00316
"J22","K21",0.00212,-0.0067,0.01093
"J22","K22",-0.00302,-0.00697,0.00094
"J22","K25",-0.00193,-0.00474,0.00089
"J22","K29",-0.02094,-0.02849,-0.0134
"J22","K30",-0.00931,-0.01348,-0.00515
"J22","K31",-0.00614,-0.01118,-0.0011
"J22","K43",-0.00067,-0.00311,0.00178
"J22","K44",-0.01886,-0.0259,-0.01182
"J22","K52",-0.00034,-0.00588,0.0052
"J22","K56",0.00477,0.00088,0.00865
"J22","K57",-0.03334,-0.04121,-0.02546
"J22","K58",3e-05,-0.00511,0.00516
"J22","K59",0.05482,0.04553,0.06411
"J22","K62",-0.0171,-0.02197,-0.01223
"J22","K63",-0.01568,-0.02117,-0.01019
"J22","K64",-0.00423,-0.00939,0.00093
"J22","K66",-0.00063,-0.00417,0.00291
"J22","K76",0.01998,0.01413,0.02583
"J22","K80",-0.00393,-0.00945,0.00158
"J22","K81",0.00051,-0.00176,0.00277
"J22","K83",0.00415,0.00095,0.00734
"J22","K92",0.00598,0.00024,0.01172
"J22","L03",0.01466,0.00997,0.01935
"J22","L57",-0.00411,-0.00589,-0.00232
"J22","L72",-0.00663,-0.00856,-0.0047
"J22","L82",-0.00343,-0.00561,-0.00125
"J22","L90",-0.00037,-0.00281,0.00207
"J22","L98",-0.00158,-0.00433,0.00116
"J22","M06",0.00659,0.00217,0.01101
"J22","M13",-0.01057,-0.01671,-0.00443
"J22","M15",-0.00499,-0.00871,-0.00128
"J22","M16",-0.02136,-0.02549,-0.01723
"J22","M17",-0.02634,-0.0314,-0.02128
"J22","M19",0.00584,-0.00229,0.01396
"J22","M20",-0.01471,-0.01841,-0.011
"J22","M23",-0.01636,-0.01908,-0.01364
"J22","M25",0.00389,-0.00216,0.00995
"J22","M35",-2e-05,-0.00287,0.00283
"J22","M43",-0.00105,-0.0037,0.00161
"J22","M47",0.00251,-0.00263,0.00765
"J22","M48",0.00658,0.00211,0.01104
"J22","M51",-0.00387,-0.0078,7e-05
"J22","M54",0.01165,0.00485,0.01844
"J22","M65",-0.00912,-0.01089,-0.00734
"J22","M67",-0.00627,-0.00753,-0.00502
"J22","M75",-0.00956,-0.01307,-0.00605
"J22","M79",0.02091,0.0131,0.02873
"J22","M81",0.01291,0.00619,0.01963
"J22","M85",0.00845,0.00421,0.01269
"J22","N13",0.0046,0.00141,0.00779
"J22","N17",0.06941,0.06109,0.07774
"J22","N18",0.0245,0.01844,0.03057
"J22","N20",0.00093,-0.00188,0.00375
"J22","N28",0.00315,0.00045,0.00585
"J22","N30",-0.00368,-0.0054,-0.00197
"J22","N32",0.00024,-0.00287,0.00335
"J22","N39",0.05546,0.04619,0.06473
"J22","N73",-0.00272,-0.00477,-0.00067
"J22","N80",-0.00086,-0.00382,0.00211
"J22","N81",-0.02195,-0.02546,-0.01845
"J22","N83",-0.00275,-0.00641,0.00092
"J22","N84",-0.01401,-0.01729,-0.01072
"J22","N85",-0.00827,-0.011,-0.00555
"J22","N88",-0.00186,-0.00389,0.00018
"J22","N90",-0.00394,-0.00546,-0.00242
"J22","N92",-0.00958,-0.0126,-0.00657
"J22","N93",-0.00026,-0.00245,0.00193
"J22","N94",-0.0032,-0.00406,-0.00233
"J22","N95",-0.01062,-0.0144,-0.00684
"J22","O68",-0.00043,-0.00051,-0.00035
"J22","O70",-0.00041,-0.00049,-0.00033
"J34","A09",-0.00341,-0.01408,0.00726
"J34","A41",0.00659,-0.00311,0.01628
"J34","B37",-0.00038,-0.00579,0.00502
"J34","B95",0.00396,-0.00185,0.00978
"J34","B96",-0.00141,-0.00974,0.00691
"J34","C18",-0.0011,-0.0062,0.004
"J34","C34",-0.00387,-0.00741,-0.00032
"J34","C44",0.00051,-0.00986,0.01088
"J34","C50",-0.01605,-0.0247,-0.00741
"J34","C77",-0.00732,-0.0146,-5e-05
"J34","C78",-0.00695,-0.01439,0.00049
"J34","C79",-0.00366,-0.01037,0.00305
"J34","D05",-0.00418,-0.00709,-0.00126
"J34","D12",-0.00309,-0.01294,0.00675
"J34","D17",-0.00165,-0.00588,0.00258
"J34","D22",-0.00098,-0.00505,0.00309
"J34","D23",0.0014,-0.00305,0.00586
"J34","D25",-0.01156,-0.01657,-0.00655
"J34","D50",-0.00482,-0.01417,0.00454
"J34","D64",-0.00456,-0.01492,0.00579
"J34","D70",-0.00057,-0.00656,0.00542
"J34","E03",-0.00185,-0.01531,0.01161
"J34","E04",0.00391,-0.00215,0.00998
"J34","E05",0.00023,-0.00464,0.00509
"J34","E11",-0.00241,-0.01312,0.00831
"J34","E55",0.00665,-0.00043,0.01372
"J34","E66",0.02337,0.00945,0.03729
"J34","E78",-0.00761,-0.02511,0.00989
"J34","E83",0.00106,-0.00504,0.00716
"J34","E86",0.00122,-0.00653,0.00897
"J34","E87",0.00041,-0.01093,0.01176
"J34","F05",0.00141,-0.00516,0.00798
"J34","F10",-0.00082,-0.00474,0.0031
"J34","F17",0.01013,0.00052,0.01974
"J34","F32",0.01984,0.00466,0.03502
"J34","F41",0.01755,0.00463,0.03047
"J34","G40",-0.00314,-0.00597,-0.00032
"J34","G43",0.00183,-0.00412,0.00778
"J34","G47",0.01904,0.00799,0.03009
"J34","G55",0.00361,-0.00327,0.0105
"J34","G56",-0.00396,-0.01117,0.00325
"J34","H02",0.00181,-0.00464,0.00825
"J34","H04",0.02055,0.00708,0.03402
"J34","H25",-0.00173,-0.01415,0.01069
"J34","H26",-0.00815,-0.02245,0.00615
"J34","H35",-0.00267,-0.01,0.00466
"J34","H40",-0.00413,-0.01158,0.00332
"J34","H52",0.00367,-0.00478,0.01212
"J34","H53",0.00494,-0.00314,0.01302
"J34","H91",0.01982,0.00948,0.03017
"J34","I08",0.00137,-0.00486,0.00759
"J34","I10",5e-04,-0.02339,0.0244
"J34","I20",-0.00413,-0.01188,0.00362
"J34","I21",-0.00514,-0.00946,-0.00082
"J34","I25",-0.01484,-0.02718,-0.00249
"J34","I26",-0.00482,-0.0091,-0.00054
"J34","I34",0.00717,-0.0088,0.02313
"J34","I35",-0.00253,-0.00718,0.00212
"J34","I44",0.00194,-0.00523,0.00911
"J34","I47",-0.00053,-0.00524,0.00418
"J34","I48",-0.00143,-0.01241,0.00955
"J34","I49",-0.00278,-0.0102,0.00463
"J34","I50",0.00161,-0.00653,0.00974
"J34","I51",-0.00125,-0.01442,0.01192
"J34","I63",-0.00443,-0.00885,-2e-05
"J34","I67",-0.00483,-0.00997,0.00031
"J34","I73",0.00794,-0.00423,0.0201
"J34","I80",-0.00448,-0.00809,-0.00088
"J34","I83",-0.00692,-0.01168,-0.00216
"J34","I84",-0.01882,-0.02508,-0.01257
"J34","I95",0.0117,-0.00115,0.02456
"J34","J18",-0.00649,-0.0165,0.00352
"J34","J22",-0.00179,-0.00919,0.00561
"J34","J44",0.00507,-0.00423,0.01437
"J34","J45",0.03131,0.014,0.04861
"J34","J47",0.00689,-0.00014,0.01392
"J34","J90",0.00165,-0.00712,0.01041
"J34","J96",0.00013,-0.00563,0.00588
"J34","J98",0.00762,-0.00257,0.01781
"J34","K02",-0.00115,-0.00562,0.00331
"J34","K13",0.00406,-0.0019,0.01002
"J34","K20",-0.00283,-0.00906,0.0034
"J34","K21",0.04055,0.02234,0.05875
"J34","K22",-0.00172,-0.00914,0.0057
"J34","K25",-0.00302,-0.00774,0.00171
"J34","K29",-0.00897,-0.02275,0.00482
"J34","K30",-0.00021,-0.00834,0.00792
"J34","K31",0.00293,-0.0063,0.01217
"J34","K43",-0.00199,-0.00614,0.00215
"J34","K44",-0.01059,-0.02425,0.00307
"J34","K52",-0.00974,-0.01794,-0.00154
"J34","K56",-0.00669,-0.01189,-0.00149
"J34","K57",0.00249,-0.01527,0.02024
"J34","K58",0.01426,0.00337,0.02516
"J34","K59",0.00445,-0.00953,0.01842
"J34","K62",-0.00662,-0.01702,0.00378
"J34","K63",-0.00456,-0.01588,0.00677
"J34","K64",0.01369,0.00184,0.02553
"J34","K66",-0.00106,-0.00697,0.00486
"J34","K76",0.00597,-0.00236,0.0143
"J34","K80",-0.00114,-0.01484,0.01256
"J34","K81",-0.00166,-0.00504,0.00173
"J34","K83",0.00619,-0.00065,0.01303
"J34","K92",-0.00182,-0.01117,0.00753
"J34","L03",0.00334,-0.00372,0.01039
"J34","L57",0.002,-0.00309,0.00709
"J34","L72",-0.00549,-0.00918,-0.0018
"J34","L82",0.00458,-0.00313,0.01229
"J34","L90",-0.00221,-0.00519,0.00077
"J34","L98",0.00047,-0.00596,0.0069
"J34","M06",-0.00331,-0.00893,0.0023
"J34","M13",0.0197,0.00412,0.03529
"J34","M15",0.00811,-0.00044,0.01665
"J34","M16",-0.0113,-0.02144,-0.00115
"J34","M17",0.00152,-0.01182,0.01485
"J34","M19",0.0288,0.0101,0.04749
"J34","M20",-0.00581,-0.01383,0.0022
"J34","M23",-0.01224,-0.01722,-0.00725
"J34","M25",-0.00453,-0.01503,0.00597
"J34","M35",-0.00143,-0.0066,0.00374
"J34","M43",0.00331,-0.00282,0.00945
"J34","M47",0.01323,0.00105,0.02541
"J34","M48",-0.00042,-0.00778,0.00694
"J34","M51",-4e-05,-0.00828,0.0082
"J34","M54",0.011,-0.00219,0.02419
"J34","M65",-0.00169,-0.00742,0.00403
"J34","M67",-0.00093,-0.00513,0.00327
"J34","M75",-0.00544,-0.01175,0.00088
